Z	Area
72541	1,48E+08
209100	1,09E+08
416150	7,92E+07
693646	5,67E+07
6630	1,80E+08
72541	1,48E+08
209100	1,09E+08
416150	7,92E+07
693646	5,66E+07
6630	1,80E+08
72541	1,48E+08
209100	1,09E+08
416150	7,93E+07
693646	5,68E+07
6630	1,80E+08
72541	1,48E+08
209100	1,09E+08
416150	7,89E+07
693646	5,68E+07
6630	1,80E+08
72541	1,48E+08
209100	1,09E+08
416150	7,91E+07
693646	5,68E+07
6630	1,80E+08
72541	1,48E+08
209100	1,09E+08
416150	7,93E+07
693646	5,68E+07
6630	1,80E+08
72541	1,48E+08
209100	1,09E+08
416150	7,91E+07
693646	5,69E+07
6630	1,80E+08
72541	1,48E+08
209100	1,09E+08
416150	7,91E+07
693646	5,68E+07
6630	1,79E+08
72541	1,48E+08
209100	1,09E+08
416150	7,91E+07
693646	5,67E+07
6630	1,80E+08
72541	1,48E+08
209100	1,09E+08
416150	7,92E+07
693646	5,68E+07
6630	1,80E+08
72541	1,48E+08
209100	1,09E+08
416150	7,91E+07
693646	5,68E+07
6630	1,80E+08
72541	1,48E+08
209100	1,09E+08
416150	7,91E+07
693646	5,67E+07
