#N	Area
1	1.509857E+08
2	1.282386E+08
3	9.998790E+07
4	7.508685E+07
5	5.367770E+07
6	1.501199E+08
7	1.292050E+08
8	1.002802E+08
9	7.521952E+07
10	5.373250E+07
11	1.525746E+08
12	1.304618E+08
13	1.008976E+08
14	7.520102E+07
15	5.399390E+07
16	1.543771E+08
17	1.313031E+08
18	1.013597E+08
19	7.548579E+07
20	5.407910E+07
21	1.557619E+08
22	1.322127E+08
23	1.018013E+08
24	7.601723E+07
25	5.419362E+07
26	1.572668E+08
27	1.330088E+08
28	1.021510E+08
29	7.574802E+07
30	5.432751E+07
31	1.584356E+08
32	1.337259E+08
33	1.022313E+08
34	7.603847E+07
35	5.455053E+07
36	1.589668E+08
37	1.343659E+08
38	1.024398E+08
39	7.617609E+07
40	5.468000E+07
41	1.594065E+08
42	1.350179E+08
43	1.029229E+08
44	7.634782E+07
45	5.460912E+07
46	1.597638E+08
47	1.352324E+08
48	1.026394E+08
49	7.644864E+07
50	5.479944E+07
51	1.600646E+08
52	1.353162E+08
53	1.030990E+08
54	7.652206E+07
55	5.484577E+07
56	1.608767E+08
57	1.357557E+08
58	1.033761E+08
59	7.652405E+07
60	5.510008E+07
61	1.615351E+08
62	1.361568E+08
63	1.036459E+08
64	7.685741E+07
65	5.504805E+07
66	1.618471E+08
67	1.362888E+08
68	1.036459E+08
69	7.683155E+07
70	5.511674E+07
71	1.619438E+08
72	1.363078E+08
73	1.037609E+08
74	7.700250E+07
75	5.514368E+07
76	1.625314E+08
77	1.364933E+08
78	1.040703E+08
79	7.688004E+07
80	5.525396E+07
81	1.632172E+08
82	1.370160E+08
83	1.041844E+08
84	7.714574E+07
85	5.532006E+07
86	1.632129E+08
87	1.372523E+08
88	1.043762E+08
89	7.719892E+07
90	5.531494E+07
91	1.636742E+08
92	1.376095E+08
93	1.046921E+08
94	7.746827E+07
95	5.526945E+07
96	1.637547E+08
97	1.374085E+08
98	1.043732E+08
99	7.755724E+07
100	5.541197E+07
101	1.636994E+08
102	1.375736E+08
103	1.046308E+08
104	7.748381E+07
105	5.549960E+07
106	1.646007E+08
107	1.380908E+08
108	1.046134E+08
109	7.725559E+07
110	5.554320E+07
111	1.649431E+08
112	1.381849E+08
113	1.044566E+08
114	7.744630E+07
115	5.551047E+07
116	1.646044E+08
117	1.383674E+08
118	1.045764E+08
119	7.742315E+07
120	5.555674E+07
121	1.648548E+08
122	1.382401E+08
123	1.046679E+08
124	7.742662E+07
125	5.567122E+07
126	1.649532E+08
127	1.379244E+08
128	1.048788E+08
129	7.739285E+07
130	5.566923E+07
131	1.647451E+08
132	1.385045E+08
133	1.047607E+08
134	7.755294E+07
135	5.577082E+07
136	1.652500E+08
137	1.385577E+08
138	1.047794E+08
139	7.766539E+07
140	5.569387E+07
141	1.662555E+08
142	1.387808E+08
143	1.053698E+08
144	7.767120E+07
145	5.577634E+07
146	1.664612E+08
147	1.391391E+08
148	1.052099E+08
149	7.785624E+07
150	5.572028E+07
151	1.664476E+08
152	1.394990E+08
153	1.051865E+08
154	7.756256E+07
155	5.578594E+07
156	1.669414E+08
157	1.396584E+08
158	1.052760E+08
159	7.772640E+07
160	5.580208E+07
161	1.668404E+08
162	1.397455E+08
163	1.058624E+08
164	7.780592E+07
165	5.587032E+07
166	1.672113E+08
167	1.395857E+08
168	1.053240E+08
169	7.787069E+07
170	5.596759E+07
171	1.676055E+08
172	1.401818E+08
173	1.057337E+08
174	7.807371E+07
175	5.603795E+07
176	1.682570E+08
177	1.405364E+08
178	1.057964E+08
179	7.808899E+07
180	5.630081E+07
181	1.679363E+08
182	1.405154E+08
183	1.056937E+08
184	7.798259E+07
185	5.596340E+07
186	1.686013E+08
187	1.408243E+08
188	1.061330E+08
189	7.835202E+07
190	5.596701E+07
191	1.683614E+08
192	1.409801E+08
193	1.058092E+08
194	7.778163E+07
195	5.615646E+07
196	1.690199E+08
197	1.409613E+08
198	1.061401E+08
199	7.820836E+07
200	5.617895E+07
201	1.690397E+08
202	1.415877E+08
203	1.063067E+08
204	7.832293E+07
205	5.641058E+07
206	1.696187E+08
207	1.415613E+08
208	1.065183E+08
209	7.836846E+07
210	5.627381E+07
211	1.698738E+08
212	1.417075E+08
213	1.063733E+08
214	7.851596E+07
215	5.636998E+07
216	1.703921E+08
217	1.419601E+08
218	1.065920E+08
219	7.848912E+07
220	5.625044E+07
221	1.709375E+08
222	1.424094E+08
223	1.068565E+08
224	7.845862E+07
225	5.639381E+07
226	1.713138E+08
227	1.424429E+08
228	1.067479E+08
229	7.848868E+07
230	5.667894E+07
231	1.709644E+08
232	1.425956E+08
233	1.068415E+08
234	7.856418E+07
235	5.650591E+07
236	1.709828E+08
237	1.425777E+08
238	1.069749E+08
239	7.869878E+07
